full_text,tweet_english,klasifikasi
dear pak ijin nie pak rasa dgn ada tapera noe cukup ganggu soal banyak karyawan udah cicil rumah blm tuntut bpjs jamin sosial alangkah baik do kaji ulang jujur nie resah,"Dear sir, this permission sir, I think with Tapera Noe it is quite disturbing because many employees have already paid off their houses in installments without demanding BPJS social security, it would be good to do a review, honestly, I'm worried",Positif
bea cukai terus jalin sinergi koordinasi awas tni polri itu laku upaya jaga barang larang tsb masuk edar indonesia tapera barca nimas yati gita dajjal fortuner link gacor jam 3,"Customs continues to establish synergy and coordination, be careful, TNI, Polri, it is an effort to prevent prohibited goods from entering Indonesia, Tapera Barca Nimas Yati Gita Dajjal Fortuner, link gacor at 3 o'clock",Negatif
ukt naik bbm naik beras mau naik potong tapera kemaren aja gw beli pempek 80 padahal tahun lalu 72 ribu cok oke gas oke gas tempik babi,"to get fuel, get some rice, I want to get some cut tapera, yesterday I bought pempek 80, even though last year it was 72 thousand, okay, gas, okay, gas, pork tempik",Positif
hadir opm kst papua jadi beban dn ancam masyarakat papua masyarakat papua hidup dlm takut bayang2 separatis teroris masyarakat papua malu dgn hadir kst papua sikat kst papua tapera barca nimas yati gita pagi fortuner,attending OPM KST Papua is a burden and a threat to the people of Papua. The people of Papua live in fear of the shadow of separatist terrorists. The people of Papua are embarrassed by being present. KST Papua brushes KST Papua Tapera Barca Nimas Yati Gita Morning Fortuner,Positif
gaji kalo potong tapera sisa berapa,"If you cut the salary, how much is left over?",Netral
tapera middle class menang cokkk,Tapera middle class wins bro,Positif
dukung program perintah bangun papua perintah sampai bangun indonesia sekarang bukan jawasentris indonesiasentris tanah papua jadi prioritas bangun tapera barca nimas yati gita,"support the program to build Papua, order to build Indonesia now, not Java-centric, Indonesia-centric, Papuan land is the priority, build Tapera Barca, Nimas Yati Gita",Netral
pdip lupa kali kalian kan salah satu inisiator ruu tapera suka banget bikin rakyat susah,"Pdip forgets that you, one of the initiators of the Tapera bill, really like making things difficult for the people",Negatif
buat belanja dong tapera tabung peras rakyat,"For shopping, please use the people's squeeze tube tapera",Netral
tapera ini terlalu kontroversial tapera tahan perut rakyat,This tapera is too controversial. Tapera holds people's stomachs,Positif
tugas gabung daribea cukaientikong ditresnarkoba polda kalbar bnnp kalbar ringkus orang selundup narkotika jenis sabu jaring internasional batas negara blm lama tapera barca nimas yati gita dajjal fortuner link gacor jam 3,"task of joining from customs and excise, ientikong, narcotics department, West Kalimantan Regional Police, West Kalimantan BNNP, arrests people smuggling narcotics of the type of methamphetamine, international net, not long ago, Tapera Barca Nimas Yati Gita Dajjal Fortuner Link Gacor Jam 3",Positif
lo kerja cape2 lebih 12 jam jadi pepes krl kena omel atas lanjut buka laptop di rumah terus gaji lo kena potong pajak wacana tapera eh pas mati keluar biaya banyak makam sampe surat2 ngurus panjang makam kena bayar,"If you work tired for more than 12 hours, the train driver gets scolded for continuing to open the laptop at home and then your salary is subject to tax deductions regarding tapera. Well, when you die, it costs a lot of money for the grave, so the paperwork for taking care of the grave takes a long time to pay.",Negatif
anak abah bajer hipokrid makin kejang kelojot ketampol fakta partai dukung yg elu kan nyata salah satu inisiator uu tapera,Bajer's hypocrite son is getting more and more convulsed and knocked out on the police. The fact is that the party you support is clearly one of the initiators of the Tapera Law.,Positif
saat timeline rame tapera gw kasih ads dari twitter shall we,"When the timeline is busy with Tapera, I give you ads from Twitter shall we",Positif
buat tapera emang iur 3 per bln nnt pensiun bsa kebel harga rumah kalau endingnya pensiun dpt rumah gw mau aja gw gak yakin ini akal2an negara buat nambah pasu tuh uang puter buat istilah investasi skip gw tabung sendiri ja pak,"For Tapera, the contribution is 3 per month, if you retire, you will be able to pay off the price of the house. If you end up retiring, I will get a house, I just want to, I'm not sure if this is a trick of the state to add money, put money for investment terms, skip it, I'll save it myself, sir.",Positif
tapera tabung rumah rakyat or tambah derita rakyat,Tapera saves people's homes or adds to people's suffering,Netral
operasi apkam gabung tnipolri libat satu jajar koops tni habema satgas nanggala damai cartenz hasil pulih aman wilayah distrik homeyo aksiaksi sporadis opm tapera barca nimas yati gita,Apkam operations join Tnipolri involving one rank and file Koops TNI Habema Nanggala Peace Task Force Cartenz results safe recovery of Homeyo district sporadic actions OPM Tapera Barca Nimas Yati Gita,Negatif
paling tapera pakai utk backup apabila bumn yg default ada produk uang yg gagal bayar sisi tapera mirip subprime mortage beda semua dana publik jadi satu sbg underlying asset ini basis arsitektur uang utk rapbn 2025,"Most of all, Tapera is used as a backup if a state-owned company defaults and there is a money product that fails to pay. The Tapera side is similar to subprime mortgage. The difference is that all public funds are one as the underlying asset. This is the basis of the money architecture for the 2025 state budget.",Netral
itung itungan kasar tapera kata gaji rata rata 5 juta kali 3 persen bulan 150 ribu tahun 1 8 jt beli rumah ini,rough calculation tapera says average salary 5 million times 3 percent month 150 thousand year 1 8 million buy this house,Negatif
bentar bentar gue kan baru masuk gawe nih terus masuk tapera gaji gue gross potong double dong anjir bpjs tk sama tapera,"hang on a minute, I've just entered gawe, then I'll enter tapera, my salary is gross, cut double, please, anjir bpjs, not the same as tapera",Netral
cara peras rakyat dg tapera tambah derita rakyat,The method of squeezing the people with tapera adds to the people's suffering,Netral
ga punya gaji tetap kena tapera guyss jadi gaji kalian minus,"If you don't have a salary, you still get tapered, guys, so your salary is minus",Negatif
baca detail kait materi sosialisasi tapera ken bikin thread soal program deh post belum seperti miss banget buah utas kait tapera,"read the details of the Tapera socialization material hook, please make a thread about the program, post it, it's not like I really missed the fruit of the Tapera hook thread",Positif
rumah n tanah tak berprilaku spt komoditas umum dlm pasar sedang kembang krn tak elastis trhdp supply harga sll naik berapa supply tambah krn salah anggap komoditas yg sll dpt sedia asal dana jangkau gantung pd dana semata,"houses and land do not behave like general commodities in a growing market because they are inelastic in terms of supply, prices always increase, how much supply increases because it is wrong to assume that commodities that can always be available as long as funds reach depend on funds alone",Positif
temen gw nganggur ngurusin tapera tolol,My friend is unemployed taking care of the stupid tapera,Negatif
nanti slip gaji potong tambah bpjs tapera kurang tau depan potong apa misal potong tapera besar 3 padahal tiap bulan banyak bayar kost hampir 35 gaji,"Later, the salary slip will be deducted, adding BPJS Tapera, I don't know what to deduct in advance, for example, the large tapera deduction will be 3, even though every month I pay nearly 35 boarding salaries.",Positif
judul skripsi pengaruh kesah potong gaji karyawan iur tapera tingkat gold digger aniani sugar baby sugar daddy mokondo,thesis title influence of kesah cut employee salary contribution level tapera gold digger aniani sugar baby sugar daddy mokondo,Netral
lha yg kelola dana tapera jauh lebih pintar kamu lah gak taruh celengan ayam biasa taruh sun bunga 5an aman dl 10 tahun bisa lbh 50 bunga ada compound interest udah percaya sama y,"Well, those who manage tapera funds are much smarter. You don't put a regular chicken piggy bank, put 5 sun interest, it's safe for 10 years, it can get more than 50 interest, there's compound interest, I trust you.",Positif
kata2 brengsek aja ga cukup buat luap kesal soal swasta paksa ikut tapera kalo udah punya rumah trus paksa ikut sampe usia pensiun trus ntar dicairin dikenain pajak kaya bpjs nyari duit gin sih negara,"Just saying shit isn't enough to make you feel angry about the private sector, being forced to join Tapera if you already have a house, then being forced to join until retirement age, then being taxed later, it's like the BPJS is looking for money like the state.",Negatif
donor ga rem lebih rem potong tapera,"Donor doesn't have brakes, more tapera cut brakes",Positif
potong tapera 3 2 5 kerja 0 5 usaha total gaji seperti jamin pensiun bpjs kes yg batas gaji max potong kary luar pajak 1 jht 2 2 jp 1 max gj 10 jt 3 bpjs kes 1 max gj 12 jt 4 tapera 2 5 1 2 4 tabung 3 asuransi,cut tapera 3 2 5 work 0 5 business total salary such as guaranteed pension BPJS case which is the maximum salary limit cut for external work tax 1 million 2 2 million 1 max gj 10 million 3 bpjs case 1 max gj 12 million 4 tapera 2 5 1 2 4 tube 3 insurance,Netral
ngeringeri sedap,delicious grin,Positif
cobak bayang kalau orang karyawan swasta sudah punya rumah beri orang tuan potong 3 manfaat karyawan sudah punya rumah apa belum cerna mekanisme tapera harus potong duit rakyat,"Just imagine, if a private employee already has a house, give the master a cut of 3 benefits. The employee already has a house. Have you not understood the tapera mechanism? You have to cut people's money.",Netral
bsnser mau jadi sayap militer ini gmn dh konsep nya tags tapera jokowi jilat goblok,"bsnser wants to be a military wing, what's the concept? tags tapera jokowi lick stupid",Negatif
